Date,Location
01/17/2001,"37.7633894315579, -122.427134509543"
10/10/2001,"37.7753997957343, -122.464412725906"
09/09/2009,"37.8018276951213, -122.409533528784"
06/17/2008,"37.7724474461668, -122.439062160832"
04/06/2015,"37.7832504152422, -122.414216003054"
08/24/2010,"37.743394615108, -122.42000112048"
04/27/2016,"37.794113650325, -122.407046655341"
02/29/2012,"37.7893692245882, -122.43815065656"
03/24/2000,"37.7905522547794, -122.435015102575"
12/03/1998,"37.7544682216436, -122.492542547022"
07/26/2002,"37.7643732095444, -122.417478491697"
04/10/1997,"37.8052366792488, -122.424487781993"
08/14/2013,"37.784190904723, -122.410119482914"
03/16/2006,"37.7739450367833, -122.411938244387"
09/14/2010,"37.774517398136, -122.441943563477"
09/14/2009,"37.7611053537503, -122.46925840738"
12/19/2014,"37.7637961720402, -122.493195708331"
03/19/2001,"37.7794880679854, -122.406942924938"
10/08/1998,"37.7752571736236, -122.435295111889"
07/14/2010,"37.7596774577174, -122.501641592892"
09/27/2004,"37.7495652203835, -122.422767131881"
05/11/2000,"37.7778277077941, -122.441840240668"
01/15/2010,"37.7968291282662, -122.437969512936"
09/23/2004,"37.803489775935, -122.411553189747"
06/03/1997,"37.7585507520803, -122.433736802695"
10/04/2005,"37.7619448801662, -122.423956467593"
05/04/2005,"37.7935363583818, -122.415658185959"
11/20/2000,"37.7755801289136, -122.41399477982"
03/08/2005,"37.7649387935422, -122.434281921455"
09/03/2010,"37.7542523151724, -122.405948147708"
04/08/2004,"37.7844766588584, -122.41541417866"
02/09/2001,"37.7923946743847, -122.424497572041"
10/31/2006,"37.7408206193386, -122.435408604347"
06/28/2004,"37.7949762518947, -122.411384436961"
06/08/1998,"37.7754436620461, -122.438015275794"
06/14/2012,"37.7740436150628, -122.47243500079"
06/16/1997,"37.7990020385621, -122.435034398394"
05/01/2003,"37.7755801289136, -122.41399477982"
04/18/2013,"37.7553957432301, -122.441235837757"
12/06/2000,"37.751690473107, -122.441722532032"
10/12/1999,"37.8041055261916, -122.438618931006"
08/12/2011,"37.7422027868934, -122.450017874318"
05/19/2006,"37.7918288717713, -122.415945264582"
05/06/2002,"37.7652067507312, -122.426591617441"
08/30/2004,"37.7744552019762, -122.482715258447"
07/13/2007,"37.7807287079073, -122.508889613268"
03/11/2013,"37.7087686639963, -122.453849934436"
01/22/2015,"37.7724811637675, -122.412311666163"
05/11/1998,"37.715545052959, -122.473629919957"
08/03/2015,"37.7141702562019, -122.448035244619"
10/09/2013,"37.777083463941, -122.416979326588"
08/12/1997,"37.7778101513952, -122.430270154014"
09/15/2004,"37.7770289524504, -122.433055293804"
10/05/2011,"37.7092342949464, -122.457902784761"
12/21/2004,"37.7216895522445, -122.40323843849"
07/19/2001,"37.7569130466296, -122.501916165189"
09/21/1998,"37.7408152924854, -122.411946068729"
02/26/2013,
03/02/2016,"37.7253340880736, -122.40477049328"
07/23/2003,"37.7586603195145, -122.482224912235"
05/15/2001,"37.7878107344341, -122.427705816492"
09/15/2015,"37.8042620998991, -122.416363296456"
06/30/1999,"37.7632907521403, -122.462034637508"
05/14/2014,"37.7243687331684, -122.43620360555"
10/10/2013,"37.7748698805406, -122.459468224816"
01/15/2003,"37.7621920159825, -122.422682461074"
02/26/2015,"37.7572825912305, -122.434728566976"
09/29/2011,"37.7745362768202, -122.420741294502"
06/15/2011,"37.720124587971, -122.483106168792"
12/01/2014,"37.7447305520446, -122.422242631951"
10/31/2014,"37.7491771943318, -122.416788895073"
12/14/2015,"37.7128759355918, -122.40616384708"
12/08/2005,"37.7931726097693, -122.415302531984"
07/10/2015,"37.7474731533015, -122.481444400665"
06/23/1997,"37.7627604262569, -122.44601654667"
04/21/2000,"37.774194161329, -122.469090601853"
08/27/2010,"37.7833862380728, -122.409853730443"
12/17/2012,"37.7878056332589, -122.442942312509"
09/02/2008,"37.7576786878332, -122.407271895728"
05/06/1998,"37.7814031482166, -122.477238000024"
08/19/2003,"37.7748685141197, -122.423356311709"
09/28/2006,"37.786832879598, -122.411917050883"
01/06/1997,"37.7609447761099, -122.444219219062"
07/07/1997,"37.7685313597957, -122.430095414163"
12/31/2015,"37.7917498896903, -122.433570936525"
11/26/2003,"37.7641154748347, -122.434189123163"
05/13/1998,
07/12/2002,"37.7504611598121, -122.407891623166"
11/18/2005,"37.7837892970611, -122.409266307594"
06/05/2000,"37.7605506816477, -122.39820789889"
03/14/2002,
08/30/2013,"37.7806601476196, -122.431293406332"
04/13/2004,
07/01/2014,"37.7810395298496, -122.439140219739"
12/22/2004,"37.7515098437975, -122.417210393427"
11/12/2015,"37.7478492011035, -122.423619315266"
11/24/2015,"37.7736972019224, -122.427336314764"
07/23/2003,"37.7705824741147, -122.438681226006"
01/18/2008,"37.7861489379586, -122.459286329217"
10/18/1999,"37.7562145111193, -122.433443826196"
09/28/1999,"37.7430208234528, -122.425456989218"
02/15/2002,"37.7658997447235, -122.452921039477"
06/28/2010,"37.7272929952619, -122.42427647571"
05/01/2015,"37.7526417400785, -122.49147907663"
07/14/1999,"37.7423897316321, -122.422632495623"
06/16/2006,"37.7751708001701, -122.488742568446"
10/05/2004,
07/13/1998,"37.7168629030653, -122.481645415332"
04/16/2002,"37.759173746597, -122.423447331815"
03/29/2006,"37.7520023376423, -122.408984897916"
01/09/2007,
01/28/2003,"37.7374774000628, -122.452652204166"
06/15/2015,"37.7654182578924, -122.446783639096"
03/04/1999,"37.7772308567979, -122.484597030619"
04/14/2000,"37.7861064519913, -122.461488844206"
12/17/1998,"37.7603503860373, -122.411328838139"
05/15/2008,"37.7982147327483, -122.411265123846"
08/16/2012,"37.7795310847755, -122.413542549251"
09/14/2001,"37.7632467619698, -122.446858402156"
05/10/2000,"37.754087649218, -122.434424375418"
01/10/2000,"37.7176145242834, -122.441878692531"
09/06/2000,"37.7683637282045, -122.444850432809"
10/17/2000,"37.7523579277894, -122.497905538694"
03/02/1999,"37.7954933197781, -122.407280949955"
11/03/2006,"37.7605503680972, -122.445096401567"
12/07/2001,"37.7397078325446, -122.415912715919"
06/05/2015,"37.7284061573921, -122.457237815273"
07/20/2011,"37.7340090411986, -122.413825504979"
01/04/2013,"37.7574627754822, -122.466996544602"
05/27/1999,"37.7190118677214, -122.480450749483"
08/04/1999,"37.7592729514925, -122.47288111112"
06/29/1998,"37.7667146046513, -122.450730897916"
10/04/2005,"37.7619448801662, -122.423956467593"
09/14/2009,"37.7698553263976, -122.42348893711"
02/12/1999,"37.7543656270541, -122.422264373654"
02/06/2006,"37.8021461513896, -122.414655119636"
05/23/2007,"37.7585719426693, -122.484230743705"
07/19/2007,"37.7836739526207, -122.415072980765"
04/01/2009,"37.7840910359198, -122.411784369501"
05/30/2008,"37.7634100550694, -122.43906507197"
06/12/2001,"37.7468367375197, -122.421621453444"
05/04/2012,"37.7516590981453, -122.429108515833"
03/30/2015,"37.7192018967128, -122.484666500018"
12/14/2001,"37.7781172741436, -122.465070483218"
06/25/1998,"37.8016511100287, -122.408901783332"
05/24/2000,"37.7205889650987, -122.43522048418"
08/05/2002,"37.7748308701528, -122.43862145209"
04/16/2008,"37.7820814845806, -122.438430322336"
07/08/2008,"37.709691756029, -122.456407784533"
07/02/2012,"37.7956320141021, -122.413345328313"
06/18/2007,"37.7933081597649, -122.420393646735"
06/07/2000,"37.7983232154239, -122.411286922901"
05/15/2001,"37.7699728178583, -122.414029805592"
01/22/2002,"37.7752070095879, -122.509634364661"
02/27/2004,"37.7497221829184, -122.472868824139"
11/08/1999,"37.792690929564, -122.436360603221"
02/23/2004,"37.7905005137391, -122.41736641793"
06/21/2000,"37.7839080574791, -122.392433239322"
02/11/2010,"37.7831362097341, -122.420713502858"
08/14/2014,"37.7108718288126, -122.405674017379"
01/02/1998,"37.7893703537131, -122.414539182937"
08/09/2007,"37.7997017702149, -122.414650949628"
09/12/2012,"37.7614251525593, -122.432763470522"
11/05/1998,"37.7989018612317, -122.406640499823"
11/13/2006,"37.7489761194197, -122.469017532867"
12/08/2005,"37.7931726097693, -122.415302531984"
11/14/1997,"37.7580152332421, -122.409672653632"
05/17/2005,"37.7732620072865, -122.489540584596"
02/17/1999,"37.7519940445683, -122.409122858314"
03/15/2006,"37.7181416217704, -122.398338617301"
08/29/2007,"37.7897914508404, -122.411243472892"
10/01/1999,"37.7992312305952, -122.407369153629"
01/24/2006,"37.7580271556297, -122.415771732381"
03/05/1997,"37.7789764177978, -122.467894075165"
09/18/2000,"37.7831634272337, -122.411599278935"
05/18/2001,"37.7152017917883, -122.465379533034"
08/25/2014,
09/15/2006,"37.7823394132464, -122.478983435398"
12/24/2001,"37.742123624765, -122.475459621247"
03/13/2000,"37.7906987686679, -122.411621210288"
06/15/2015,"37.7499674752955, -122.416100108908"
09/14/2001,"37.7864692512528, -122.415638875531"
08/06/1998,"37.8001502200133, -122.422687538091"
07/06/1998,"37.7487329610911, -122.424266934924"
04/01/1997,"37.7882080201113, -122.418443836124"
12/11/2006,"37.7417422794319, -122.484128892569"
03/27/2015,"37.756902663673, -122.407747149757"
01/16/1997,"37.7215760814437, -122.434936472733"
07/28/1999,"37.7852173618009, -122.417069610882"
03/13/2015,"37.7335924153609, -122.387018017894"
10/19/1999,"37.7501226482808, -122.506214056112"
03/10/1997,"37.7310324041675, -122.418272769133"
02/10/2011,"37.7477170957468, -122.413550992198"
10/20/1998,"37.7557932488164, -122.482493515283"
09/12/1997,"37.7730819768392, -122.438266700798"
02/04/2013,"37.8031525873383, -122.410878575791"
05/28/2014,"37.752546304762, -122.493622363448"
10/26/1999,"37.7558217834194, -122.42568060406"
12/07/1998,
01/23/2015,"37.7850094893113, -122.41871380798"
12/23/2015,"37.7161672182559, -122.406980112139"
08/16/2012,"37.7795310847755, -122.413542549251"
08/17/2007,"37.7209471304482, -122.453165419203"
09/23/2011,
02/26/1999,"37.7594297989225, -122.419198310747"
10/17/1997,"37.7227554283042, -122.402130234343"
06/07/2006,"37.7924121071076, -122.424360895714"
02/06/1998,"37.7745856545295, -122.462813355448"
11/26/1997,"37.7630445846301, -122.42508861764"
07/14/2008,"37.7833852054514, -122.475372268798"
02/17/2005,
08/04/2008,"37.7590433306866, -122.401949185845"
06/21/2000,"37.7775132250117, -122.459111622371"
04/19/2010,"37.7158663997835, -122.483225470698"
03/30/2006,"37.7634024783214, -122.433094970613"
02/04/2014,"37.748668157097, -122.442628143607"
08/17/1999,"37.7524211884142, -122.405338378316"
09/18/1998,"37.7853010368913, -122.474383279592"
08/22/2014,"37.726746696817, -122.384706072643"
07/01/1998,"37.7704674668859, -122.430188828277"
05/07/1998,"37.8035109665788, -122.407095028398"
06/27/2013,"37.7739450367833, -122.411938244387"
08/08/2006,"37.7915320516125, -122.424182651858"
07/20/2015,"37.7184930524984, -122.432910929483"
08/16/2012,"37.7795310847755, -122.413542549251"
03/25/2011,"37.7316182573676, -122.392627218237"
05/27/2014,"37.737901469732, -122.423138550271"
05/16/1997,"37.7325995785003, -122.39867701224"
10/14/2003,"37.7497690332465, -122.419392137532"
11/15/2012,"37.7947678771321, -122.413031075751"
03/29/2005,
10/26/2006,"37.7558539816386, -122.412751250712"
06/01/2000,"37.7467855566067, -122.405611119163"
02/23/2016,"37.7116776816243, -122.447513460869"
08/06/2015,"37.8038925072431, -122.423302160508"
04/01/2003,"37.7741312122688, -122.430012452765"
10/04/1999,
09/22/1998,"37.7652836625554, -122.453570243743"
10/17/2000,"37.7411681900247, -122.497119701594"
07/30/1998,"37.7737999285126, -122.477764458229"
08/02/1999,"37.741132884359, -122.430745648385"
06/16/2005,"37.7120587966687, -122.406110808835"
07/30/2009,"37.7305369719461, -122.407543425789"
03/09/1999,"37.7902768028912, -122.445128021565"
05/13/2015,"37.7575784932114, -122.437428102964"
06/13/2001,"37.8018126477223, -122.428855419745"
05/12/2014,"37.7913988180553, -122.439466859092"
12/23/1999,"37.7669871097813, -122.427857167521"
04/03/2000,"37.7779129268527, -122.425714837488"
02/22/1999,"37.7641898779253, -122.420437704711"
11/09/2010,"37.7845819099381, -122.44555015203"
10/07/2011,"37.7427922571363, -122.436288012747"
02/06/2001,"37.7847203012839, -122.487149444925"
05/01/2008,"37.7208318413646, -122.483066441736"
04/24/2001,"37.7542269855253, -122.497897519854"
12/16/2005,"37.7329145166725, -122.428402176585"
05/08/2014,"37.7906289226654, -122.419850856276"
04/30/2002,"37.7960058488204, -122.440259593838"
12/20/2007,"37.7819221440579, -122.417173961593"
11/21/1997,"37.7604839721324, -122.451687109744"
02/27/2015,"37.7983281254919, -122.436585449116"
08/17/1998,"37.7204290376763, -122.477105835119"
12/03/2004,"37.796936145829, -122.42541172011"
02/01/2000,"37.7906289226654, -122.419850856276"
10/04/1999,"37.7917627207476, -122.403209139588"
11/22/2002,"37.7340217593998, -122.389453670749"
01/11/2008,"37.7741800361456, -122.424985725811"
02/22/2000,"37.7636193488249, -122.459908045964"
04/22/1999,"37.7767707186788, -122.427172593031"
07/16/2001,"37.7764518016988, -122.460659464322"
11/09/2000,"37.7814031482166, -122.477238000024"
07/13/1998,"37.7551570824765, -122.402550053155"
10/18/2006,"37.7821205852212, -122.461204233595"
05/06/2013,"37.7819947122211, -122.422254006513"
12/18/2014,"37.7497693942997, -122.49174457936"
04/24/1997,"37.7793039659148, -122.434429450653"
02/23/2004,"37.760951687734, -122.420667147328"
04/09/2014,"37.761039768462, -122.419213668324"
05/12/2011,"37.7191376213184, -122.482261378059"
06/10/2010,"37.7866515633053, -122.435915167425"
12/27/2002,"37.764676881596, -122.457778193497"
02/12/2001,"37.7090147280514, -122.407917700421"
04/13/2006,"37.7482349855913, -122.459762930857"
03/24/1998,"37.7534642823119, -122.423863310828"
09/06/2011,"37.7855979090043, -122.467900456763"
06/09/1997,
05/04/2012,"37.7774308500469, -122.444992867077"
10/10/2001,"37.7144291858561, -122.401689977355"
05/25/2000,"37.7789869252719, -122.48780634438"
05/02/2005,"37.7734997912834, -122.484329158239"
03/27/2000,
02/20/2001,"37.7374368854785, -122.423574016781"
02/09/2007,"37.7555229414252, -122.472310508949"
04/07/2015,"37.7721456341939, -122.433896812548"
02/15/2012,"37.7484273642509, -122.410099481213"
06/04/1997,"37.7867342177025, -122.431813392095"
06/03/2002,"37.7849211330456, -122.41609739069"
02/06/2009,"37.7646749763049, -122.445927035602"
10/27/2014,"37.7952536543862, -122.42349059282"
04/01/1998,"37.7837069300704, -122.408595110369"
09/14/2015,"37.723058086493, -122.441302481976"
08/15/2013,"37.7821205852212, -122.461204233595"
03/13/1997,
08/11/2011,"37.7388917435448, -122.506486867727"
10/08/2008,"37.7857402818991, -122.41380426768"
01/05/1999,"37.7643732095444, -122.417478491697"
02/27/2001,
09/20/2002,"37.7402044149829, -122.47662704314"
10/01/2001,
05/03/2010,"37.7814256331843, -122.450023209824"
02/05/2014,"37.7914466218166, -122.421704924682"
07/23/2008,"37.7650299012991, -122.465241678188"
10/10/2002,"37.8008562072991, -122.443880408156"
02/18/1998,"37.7567911946765, -122.409593336206"
04/11/2001,"37.7659836015135, -122.430370484377"
11/12/2003,"37.7527722374893, -122.466062926695"
02/14/2006,"37.7850994701357, -122.478715298018"
10/24/1997,"37.7757694344453, -122.44297061298"
06/02/2000,"37.7445803699853, -122.419077156695"
07/01/2015,"37.8044682924703, -122.423012151688"
03/15/2004,"37.7385083876258, -122.409057186504"
08/29/2005,"37.770111435584, -122.41468370245"
07/15/2008,"37.7595038298578, -122.417972426169"
03/25/2011,"37.7316182573676, -122.392627218237"
09/28/2001,"37.7330187796267, -122.416499861858"
12/23/2013,"37.7285946894517, -122.428439970339"
04/20/1998,"37.7191481766666, -122.479002147038"
04/09/2009,"37.7665570992511, -122.420841988089"
07/15/2002,"37.7866515633053, -122.435915167425"
05/21/2003,"37.7834206347937, -122.444518269988"
02/07/2001,"37.7671882888054, -122.450308397973"
03/22/2000,"37.7764493106391, -122.50173447657"
07/10/1997,"37.757188559275, -122.417270974992"
06/28/2000,"37.7449003772129, -122.497383948876"
06/28/2007,"37.7894620137254, -122.421303397419"
02/07/2012,"37.7814963325166, -122.475090529433"
07/20/2015,"37.7446205129164, -122.462484785286"
05/24/1999,"37.7991461638876, -122.406254907769"
08/01/2013,"37.7583482594497, -122.44044197757"
10/18/1999,"37.7562145111193, -122.433443826196"
01/18/2013,"37.7386523748377, -122.390934976551"
03/18/2002,"37.8017125267089, -122.422090188071"
01/14/1997,"37.7701521910397, -122.452879989719"
12/14/2006,"37.7584836231287, -122.434844610371"
04/16/1998,"37.7827442360409, -122.452392135096"
04/05/2000,"37.7426453580223, -122.424119996785"
04/07/1999,"37.7186528763022, -122.39633120931"
07/21/2014,"37.8037670738168, -122.436041411138"
05/24/2013,"37.7408461321536, -122.427696841514"
09/23/2008,"37.7499757968868, -122.415962154996"
04/23/2014,"37.7906296029324, -122.423999877054"
03/04/2002,"37.7646031828696, -122.474982795435"
05/15/2002,"37.7859427265806, -122.418902557702"
03/30/2001,
08/19/2008,"37.7708870349057, -122.447955974943"
11/14/2003,"37.7815374328775, -122.409518340985"
01/16/2013,"37.7169383084329, -122.434084552894"
