Date,Location
09/11/2015,"37.7746875469567, -122.499317754875"
05/09/1999,"37.7923128942543, -122.435369677749"
05/15/2000,"37.7236396811248, -122.406068318288"
02/25/2000,"37.7176145242834, -122.441878692531"
02/18/1997,"37.7904493306479, -122.449999696074"
01/07/2004,"37.7529745869152, -122.419562415324"
05/22/2014,"37.7156320409131, -122.480767509243"
10/19/2004,"37.7690757522, -122.420788636217"
11/04/2013,"37.7115163704415, -122.44246999619"
05/29/2007,
02/11/2016,"37.7134823997562, -122.410595114916"
08/18/2006,"37.7806168449562, -122.416562254203"
04/18/2008,"37.8001865764973, -122.412432286927"
10/23/2012,"37.7568060381603, -122.440614599934"
02/26/1997,"37.772900089786, -122.424646169167"
03/11/1999,"37.7566874761182, -122.437950209223"
05/08/2001,"37.7159002983151, -122.436591423789"
10/09/2009,"37.7542523151724, -122.405948147708"
04/26/2004,"37.7665369785708, -122.452132605079"
07/02/2009,"37.7702249019654, -122.423794594898"
04/02/2003,"37.7601922923006, -122.404141527976"
07/03/2009,"37.8006667212196, -122.441204489429"
07/13/2015,"37.718576879501, -122.395487955787"
03/04/2016,"37.7319005752578, -122.475914206261"
01/20/2006,"37.7493416889563, -122.414058406266"
12/24/2004,"37.7657922229488, -122.420909959361"
08/04/1997,
08/29/2014,
03/05/1997,"37.7593419958796, -122.420652169934"
12/31/1998,"37.7914675528315, -122.413273080076"
05/13/2003,"37.7132160468721, -122.460797254125"
12/11/2000,"37.7500971536049, -122.440606260273"
08/26/2002,"37.7602214516858, -122.439227670475"
11/30/2015,"37.7908096745441, -122.440135767551"
03/11/2008,"37.7660070306513, -122.426668982661"
12/22/2014,"37.7833939649512, -122.422536931345"
10/22/1997,"37.7941169712809, -122.418092385713"
05/12/2014,"37.7748273471317, -122.496256130377"
04/12/1999,"37.7828450344745, -122.41322176637"
04/15/2002,"37.7582329950088, -122.412355500569"
08/17/2000,"37.773914750178, -122.42794228387"
08/24/2011,
11/18/1998,"37.740946075869, -122.41442704419"
09/03/2015,"37.777083463941, -122.416979326588"
03/21/2016,"37.7493444561617, -122.481436054364"
02/25/2008,"37.7957021312483, -122.416839772506"
10/31/2007,"37.7239178661594, -122.43098387104"
03/02/2016,"37.7462765271302, -122.457533648104"
06/23/2010,"37.7191434664513, -122.475982335074"
05/10/2012,"37.7998384641209, -122.428456807295"
10/02/2008,"37.7721336075263, -122.444859556269"
07/28/1999,"37.7593419958796, -122.420652169934"
08/10/1999,"37.7625793106517, -122.426341418499"
10/08/2003,"37.7820328554295, -122.463211510027"
10/28/2003,"37.7854364797916, -122.415336129165"
10/19/2009,"37.7815374328775, -122.409518340985"
12/02/2005,"37.7417826201109, -122.503008914256"
10/02/2003,"37.7267074869102, -122.427951449508"
12/04/2009,"37.7359790208273, -122.387994549376"
06/24/2010,"37.7759773869137, -122.437143056905"
04/20/1998,"37.7710192618345, -122.423870549171"
01/19/2006,"37.7512958666633, -122.427464976087"
05/22/2006,"37.7303088777413, -122.384318876155"
02/04/1999,"37.7599163365483, -122.425397003646"
06/09/2005,"37.7775775504694, -122.411096952542"
01/20/2010,"37.7531696480336, -122.479553322779"
02/05/1999,"37.7894970911892, -122.447307442421"
11/18/1998,"37.7318711163206, -122.394396939075"
12/02/1999,"37.7568929158536, -122.479950208801"
03/06/2015,"37.7352503657582, -122.416860541769"
02/27/2002,"37.7682847827782, -122.418885184372"
04/16/1999,"37.7232919729903, -122.399663555977"
10/30/2014,"37.7833939649512, -122.422536931345"
09/22/2000,"37.761031443123, -122.419351642419"
01/19/2005,"37.7886796836658, -122.418539258479"
01/15/2015,"37.7822500870637, -122.411268612991"
05/24/2013,
07/16/2010,"37.7191266806492, -122.436322120298"
02/11/2008,"37.7675739139055, -122.430631050341"
10/07/2005,"37.7717385376969, -122.432902586441"
05/04/2015,"37.7471529748942, -122.417246254252"
01/12/2001,"37.7559691315546, -122.399931617259"
02/08/2008,"37.7762525070324, -122.41055419198"
06/16/1999,"37.720124587971, -122.483106168792"
07/05/2002,"37.7634195458335, -122.402922694967"
01/08/1997,
09/24/2010,"37.7795310847755, -122.413542549251"
05/05/2011,"37.7971392826334, -122.434657325308"
02/29/2016,"37.7293017723206, -122.390876776909"
10/12/2010,"37.7935673770906, -122.42550374229"
09/24/1997,"37.7133177847632, -122.472875861103"
04/25/2013,"37.8049162174513, -122.439357684167"
02/19/2002,"37.7753662712694, -122.484462380228"
05/24/1999,"37.7191982659995, -122.451877024072"
03/11/1999,"37.758696595867, -122.397057095982"
09/11/2014,"37.715545052959, -122.473629919957"
11/24/1999,"37.7839194184957, -122.463485942155"
03/01/2001,"37.7532046648256, -122.403889561443"
08/01/1997,"37.7591515867675, -122.424733436252"
08/13/1997,"37.7807150240773, -122.492234634884"
10/03/2005,"37.7806168449562, -122.416562254203"
12/21/2009,"37.7844766588584, -122.41541417866"
07/18/2005,"37.7575665847822, -122.410980668172"
11/18/1999,"37.7473747539843, -122.415501873961"
01/28/2010,"37.7876971550749, -122.442920479428"
09/30/1998,"37.7967238764297, -122.442116501982"
09/22/2006,"37.7511792426493, -122.422685632634"
02/02/2007,"37.7824484978672, -122.416327441746"
05/07/2001,"37.7450017568757, -122.432364330869"
04/12/2001,"37.7087762177954, -122.406478914536"
05/10/2005,"37.7721336075263, -122.444859556269"
07/02/2004,"37.7866899708704, -122.463078471875"
02/22/2011,"37.8055846440959, -122.411972667963"
05/21/2010,"37.7848073883993, -122.413615438151"
08/17/2012,"37.7817321026168, -122.46976759533"
08/15/2012,"37.7245111740581, -122.424676766277"
02/26/2001,"37.7467749895432, -122.428075513761"
02/18/2014,"37.7235683511438, -122.434680215783"
08/12/2011,"37.7193975437719, -122.477992700396"
01/09/2015,"37.7588627593708, -122.394298751245"
01/07/2011,"37.7990014114192, -122.443503857952"
09/23/2015,"37.7506164095544, -122.432905497582"
11/10/1999,
02/25/2014,"37.7900048583685, -122.413753783769"
04/14/2014,"37.7659077964342, -122.456186927304"
07/09/2012,"37.7900311300618, -122.439981569898"
08/31/2006,"37.800291617313, -122.418420789438"
03/21/2002,"37.7863373698572, -122.445898510201"
03/14/2016,"37.7365648335787, -122.506185260555"
09/02/1997,"37.7239745001552, -122.431102378394"
08/03/2000,"37.7721456341939, -122.433896812548"
10/16/2008,"37.7628305160431, -122.41622162792"
12/10/2010,"37.804798118127, -122.442969795883"
09/11/2008,"37.7495984461813, -122.454170279666"
12/31/2007,"37.773501815746, -122.434940936499"
05/25/2000,"37.7316357486398, -122.450007127965"
08/26/1997,"37.7145087395554, -122.443691632466"
09/18/2015,"37.7743083992763, -122.443590663084"
08/04/2015,"37.7246819545567, -122.432583397897"
05/19/1999,"37.7797277077282, -122.431103474051"
05/24/2001,"37.790807251778, -122.411643004884"
04/10/2008,"37.7841817628071, -122.414404220506"
03/30/1998,"37.7986986979357, -122.429913761316"
05/11/2015,"37.7173763925984, -122.435002134703"
09/16/1997,"37.7990020385621, -122.435034398394"
11/20/2002,"37.7837892970611, -122.409266307594"
02/23/2015,"37.7515676529233, -122.416255532118"
04/18/2000,"37.7495177095951, -122.409288295598"
04/13/2007,"37.7848073883993, -122.413615438151"
06/25/2003,"37.7820328554295, -122.463211510027"
05/04/1998,"37.7995406648924, -122.427482955255"
03/01/2001,"37.7513382912423, -122.407593099421"
08/28/2002,"37.7782410906449, -122.411184809922"
03/10/1997,"37.7310324041675, -122.418272769133"
10/24/2001,"37.7838385178164, -122.413775512264"
03/03/2011,"37.7190118677214, -122.480450749483"
04/25/2003,"37.7554620604925, -122.489992696312"
11/23/1998,"37.7320931727859, -122.465480716488"
03/15/2004,"37.7661259458304, -122.422073049205"
04/07/2000,"37.7421347786454, -122.497656892408"
02/26/2003,"37.7817896463164, -122.468565084056"
04/13/2004,"37.8014366989974, -122.404832469482"
06/08/2005,"37.7833862380728, -122.409853730443"
07/06/1998,"37.7160992645544, -122.478851006175"
11/14/2011,"37.778280841019, -122.480841614636"
11/10/1998,"37.7675637958858, -122.418410340932"
05/31/2000,"37.7790744236562, -122.485806574077"
07/30/2009,"37.7219049198372, -122.454617025089"
02/13/2014,"37.7671990410714, -122.424452084359"
08/16/2012,"37.7795310847755, -122.413542549251"
12/21/2004,"37.7760858591072, -122.437164935534"
03/31/2004,"37.7149000261352, -122.404959382353"
07/27/2005,"37.7837892970611, -122.409266307594"
02/10/2003,"37.721783293682, -122.428876482764"
04/23/1997,"37.7612548721764, -122.444538890744"
06/21/2012,"37.7821718690454, -122.460137520836"
02/05/2016,"37.7175134680329, -122.48059457481"
10/15/2012,"37.7606376836144, -122.425843697547"
01/16/2002,"37.759685119153, -122.470373292682"
07/06/2010,"37.7608183315062, -122.423017163698"
06/17/2005,"37.7928385254792, -122.432101129469"
04/22/2002,"37.7847139650792, -122.487287630642"
03/15/2000,"37.7366423684396, -122.444524984303"
04/18/2001,"37.8001913690432, -122.440732490276"
04/09/2009,"37.7517781008491, -122.444988945928"
06/04/2004,"37.7726678105973, -122.502536496738"
02/13/1998,"37.7935066497641, -122.433922047772"
07/02/1999,"37.7556706106253, -122.507670205188"
12/15/2009,"37.7845991273396, -122.411114048991"
06/12/1998,"37.727050746607, -122.403281820714"
07/24/1998,"37.7810622350471, -122.48473417148"
02/03/2010,"37.7666059776699, -122.450710275339"
08/08/2005,"37.7880189098194, -122.436963987644"
04/05/2010,"37.7968291282662, -122.437969512936"
05/09/2001,"37.7532624763753, -122.421585507573"
01/02/2001,"37.7941609885155, -122.413818267498"
06/27/1997,
06/06/2014,"37.7838385178164, -122.413775512264"
06/04/1999,"37.762751387729, -122.424036887533"
09/08/2014,"37.7862096917452, -122.476043851058"
04/10/1998,"37.7183859371345, -122.430342357696"
08/29/2002,"37.7992044493346, -122.414836181924"
10/24/2008,"37.7624855134167, -122.440125664503"
02/23/1998,
06/05/2014,"37.7278958962574, -122.371478748989"
04/09/2010,"37.7515098437975, -122.417210393427"
10/04/1999,
05/22/2015,"37.7340704702749, -122.412369796669"
04/10/2000,"37.772900089786, -122.424646169167"
04/30/2004,"37.7792900139094, -122.437869182896"
04/25/2007,"37.8021635807448, -122.414518424685"
02/09/2000,"37.7407846482495, -122.505694431039"
06/10/2002,"37.733054640216, -122.434361047792"
04/02/2014,"37.7785723340015, -122.443534688595"
10/20/2014,"37.715545052959, -122.473629919957"
12/04/2003,"37.729404849264, -122.387959858252"
08/26/2002,"37.7681362861704, -122.4366246253"
07/10/2003,"37.7392114617926, -122.49913548723"
01/12/2009,"37.7513305525152, -122.444468830184"
10/15/1997,"37.7934615972595, -122.416134028142"
02/12/1999,"37.7543656270541, -122.422264373654"
10/22/2001,"37.7566192911991, -122.432438168883"
01/14/1998,"37.777083463941, -122.416979326588"
11/03/2000,"37.7849161844101, -122.411950041762"
10/15/2014,"37.7980842323281, -122.428102430228"
03/26/1999,"37.7774997279424, -122.410999269254"
06/15/2015,"37.7124692035493, -122.414790344998"
08/11/2009,"37.7763047596201, -122.427077545475"
02/07/1997,"37.7456993941866, -122.412369238773"
06/11/2004,"37.7831634272337, -122.411599278935"
09/26/2012,"37.7538472217877, -122.506609970663"
10/29/2003,"37.7490382606224, -122.430526091782"
09/10/2012,"37.7989205552776, -122.421523826472"
12/03/1998,"37.7340612492524, -122.415687437853"
10/16/2015,"37.8008987965577, -122.4286710271"
11/01/2010,"37.7480783043548, -122.41703818925"
08/26/1998,"37.7468845305993, -122.428085949835"
10/31/2003,"37.7736958055846, -122.480041379989"
10/24/2003,"37.7764132198929, -122.427099517756"
07/20/2004,"37.7690674249653, -122.420926625054"
08/20/1999,"37.7772794954233, -122.483526844025"
06/16/2003,"37.7627665133477, -122.429612363834"
10/30/2014,"37.7288129246044, -122.411818028675"
02/09/1998,"37.7633435898386, -122.496528278121"
11/06/1997,"37.7683932188581, -122.432312796958"
08/23/2000,"37.7506865143714, -122.493354076677"
03/23/2009,"37.7619893169962, -122.417730376755"
12/14/2015,"37.7524609842509, -122.415724213622"
08/12/2003,"37.7745478676144, -122.426728379661"
06/17/2011,"37.7143348140478, -122.492047872131"
11/13/2000,"37.7282713185419, -122.433385191576"
08/31/2015,"37.7344310634929, -122.417455922216"
09/10/1998,"37.779733842014, -122.494922963443"
04/23/2003,
06/01/2015,"37.7870868408494, -122.456066409071"
09/27/2007,"37.7890641810517, -122.417846924988"
03/12/1999,"37.7653228297268, -122.435502831586"
05/24/1999,"37.7674778740565, -122.419834388806"
10/28/2010,"37.7646448856754, -122.474048286854"
02/05/2001,"37.7884184554792, -122.429523079951"
05/15/2002,"37.7267567264579, -122.404413039929"
07/02/2001,"37.7295170046415, -122.394018185555"
01/26/1999,"37.7614690639367, -122.404265613745"
10/31/1997,"37.7703725074906, -122.444508010654"
07/27/2005,"37.7559691315546, -122.399931617259"
02/03/2009,"37.7428923988605, -122.50046738566"
06/30/2015,"37.7698987248045, -122.429248840505"
11/10/2005,"37.7637961720402, -122.493195708331"
11/17/1999,"37.7934440923327, -122.416270691744"
11/05/1997,"37.7817993689367, -122.395335307528"
08/11/2000,"37.7985353015701, -122.405486521242"
03/08/2001,"37.7737235021235, -122.42481268789"
07/29/2014,"37.7527374974166, -122.489327711372"
10/07/2014,"37.7928385254792, -122.432101129469"
06/01/2004,"37.7146223288185, -122.470536912964"
08/16/2012,"37.7795310847755, -122.413542549251"
08/09/1999,"37.7855017911501, -122.470044893673"
04/25/2005,"37.7707101217756, -122.425947236793"
07/16/2014,"37.7577322523244, -122.433032371499"
06/05/2000,"37.7563716220185, -122.416574134901"
10/08/1997,"37.7340704702749, -122.412369796669"
09/18/2013,"37.8052143527992, -122.435519652363"
03/24/2003,"37.7762729760776, -122.423566979363"
12/08/2003,"37.772471570894, -122.506822366018"
10/17/2002,"37.7245465088559, -122.434380251212"
08/16/2012,"37.7795310847755, -122.413542549251"
08/27/2007,"37.7533998708858, -122.474338961519"
09/02/1998,"37.7745415617567, -122.437589912002"
05/02/2007,"37.775901240078, -122.458552852985"
04/12/2013,"37.7908262424311, -122.418204056174"
08/16/2000,
09/16/1998,"37.7169132573986, -122.483170984212"
05/06/2011,"37.7636727933995, -122.473347572353"
12/11/2009,"37.8025758893874, -122.411227185315"
09/08/1997,"37.7688628040085, -122.447967737413"
04/17/2015,"37.7973833842113, -122.417839988529"
04/28/1999,"37.754903360125, -122.414241576754"
10/01/2008,"37.7208522278675, -122.410698012736"
12/04/1997,"37.7120587966687, -122.406110808835"
01/18/2006,"37.7264706111268, -122.467747990082"
09/06/2012,"37.7564290998241, -122.415618719629"
04/06/2001,"37.7617484574637, -122.434051955047"
03/14/2008,"37.7679729376262, -122.451649906387"
12/01/1999,"37.7635007030593, -122.434209629352"
06/18/1998,"37.7786369476393, -122.495306373914"
03/13/2014,"37.7579037625815, -122.417819318278"
04/18/2001,"37.7178721561287, -122.463990314591"
01/15/2004,"37.721887900111, -122.460733630056"
06/30/2005,"37.7737074289702, -122.433298927885"
04/03/2003,"37.7307365078272, -122.397844582802"
11/03/1998,"37.7623865444332, -122.426011689113"
11/10/1998,"37.7531662446826, -122.416408491513"
12/11/1997,"37.7235117573805, -122.434561678614"
06/03/2003,"37.7731579600417, -122.445070333087"
03/31/2000,"37.7955961512754, -122.410501065051"
06/12/2001,"37.7486233794325, -122.424257198697"
06/19/2014,"37.7170202515131, -122.399987919814"
09/16/2003,"37.7970321529552, -122.432178441026"
10/07/2008,"37.7658997447235, -122.452921039477"
06/29/1998,"37.7730893174064, -122.429798621341"
09/17/2003,"37.7851179902094, -122.418735460749"
07/08/2005,"37.7895840675666, -122.428071912356"
02/24/2016,"37.8048260164276, -122.408946484598"
01/28/1998,"37.7671451016709, -122.425345825405"
03/26/2002,"37.7636190958172, -122.389861386878"
03/21/2014,"37.769574997823, -122.420224560688"
06/02/2009,"37.7932860174705, -122.4110436018"
02/24/2012,"37.7504256771508, -122.428496411257"
04/29/2011,"37.715545052959, -122.473629919957"
04/26/2007,"37.7952967615279, -122.4231487936"
04/07/2016,"37.7523690975338, -122.406208830031"
10/17/2005,"37.7619448801662, -122.423956467593"
09/20/2012,"37.7422432178739, -122.425028695342"
06/04/2001,"37.7457023805892, -122.426787736408"
12/04/2007,"37.7665369785708, -122.452132605079"
01/30/2014,"37.7614999382224, -122.502709354232"
11/05/1997,"37.7446214766453, -122.425607962387"
11/28/2001,"37.7442504656323, -122.418264027928"
08/13/1997,"37.7997438210812, -122.421692980368"
08/09/2002,"37.7744305493247, -122.435127733642"
04/26/2007,"37.7426651002958, -122.409431033309"
12/03/2001,"37.779044302119, -122.508838454184"
08/20/1998,"37.7727724969859, -122.427141201971"
10/16/2009,"37.7697281472927, -122.445320474935"
04/13/2000,"37.7695685278508, -122.422405556225"
08/24/1998,"37.7985353015701, -122.405486521242"
09/22/2011,"37.7175134680329, -122.48059457481"
07/17/1997,"37.7722662894495, -122.429628962723"
03/23/2001,"37.7628549655396, -122.445069216182"
03/27/2006,"37.750492236211, -122.427385017737"
02/05/2016,"37.720124587971, -122.483106168792"
12/13/2007,"37.7739920402912, -122.473564491672"
05/27/1998,"37.7816465293293, -122.491833011381"
04/30/2004,"37.7992249303052, -122.411701218204"
03/11/2016,"37.798040805908, -122.420189982394"
03/19/2002,"37.772738907967, -122.448331268568"
06/12/1997,"37.7706578719527, -122.423156759842"
08/31/2015,"37.7698987248045, -122.429248840505"
01/17/2001,"37.7931877775555, -122.435546343482"
08/17/2000,"37.7267917350532, -122.444599913706"
10/29/2013,"37.7923946743847, -122.424497572041"
11/21/2002,"37.7523843936866, -122.441643241297"
10/15/2013,"37.7345370093993, -122.451751322656"
02/20/2002,"37.7190118677214, -122.480450749483"
11/13/2015,"37.7909306098255, -122.409788680072"
08/04/2008,"37.7538353255496, -122.430987101721"
09/09/1999,"37.7635094245785, -122.431691552607"
09/25/2002,"37.7788796909807, -122.470035091132"
02/19/2013,"37.7094613767164, -122.437476386334"
05/02/2013,"37.7574627754822, -122.466996544602"
04/05/2002,"37.7133070889814, -122.440814436255"
10/02/1997,"37.7120587966687, -122.406110808835"
10/16/1998,
02/17/2004,"37.8237902746634, -122.374785404407"
06/01/2012,"37.7963352487759, -122.400515222852"
07/22/1997,"37.7526439244495, -122.42508777824"
02/01/2013,"37.7773057190823, -122.502265801426"
10/08/2004,"37.7615392600514, -122.443469827077"
06/16/2000,"37.7728213093912, -122.499181872854"
05/10/2012,"37.7337250060393, -122.404497404808"
07/02/1998,"37.7168629030653, -122.481645415332"
09/17/1999,"37.7865505944449, -122.437581162111"
10/25/2013,"37.8068062375875, -122.411308750781"
05/29/2002,"37.7756855449657, -122.44694597707"
12/10/1997,"37.7204793740729, -122.482181894725"
11/25/2009,"37.7976543489043, -122.406912053532"
08/27/2012,"37.7976573707563, -122.411923657548"
12/20/2012,"37.7864427731138, -122.441752639849"
01/09/1998,"37.7743391857961, -122.428373303015"
12/20/2000,"37.7208340933159, -122.392843829105"
06/15/2000,"37.7888365629259, -122.426230394251"
11/26/2014,"37.750003940257, -122.46647169959"
10/19/1999,"37.7356245068145, -122.499818510656"
05/21/1999,"37.7754151356269, -122.483391490489"
10/21/1999,"37.7559108857717, -122.400678627271"
08/29/2012,"37.7761584735051, -122.467084259779"
07/23/2001,
05/09/2001,"37.7587076180024, -122.481151284949"
10/17/2007,"37.7239178661594, -122.43098387104"
01/11/1999,"37.7973366978125, -122.437300279613"
09/28/2010,"37.8021843271995, -122.410070328715"
09/24/2010,"37.7795310847755, -122.413542549251"
09/22/2008,"37.7868728992618, -122.427512151312"
09/04/2012,"37.7690680757771, -122.450547663549"
06/30/2014,"37.7993922852791, -122.415646156616"
02/21/2003,"37.7875044953367, -122.414163693027"
03/05/1999,"37.7519393943946, -122.507411931711"
06/15/1998,"37.787295292662, -122.415806128876"
06/21/2002,"37.8027922047133, -122.435843931738"
02/05/2001,"37.7640572301521, -122.423383463445"
04/07/2016,"37.794828498218, -122.41563816734"
09/14/2001,
07/03/2013,"37.7739450367833, -122.411938244387"
08/22/2002,"37.7529745869152, -122.419562415324"
01/21/2014,"37.7235683511438, -122.434680215783"
07/26/1999,"37.7785727634087, -122.47439060904"
06/23/2010,"37.7162735352259, -122.482439448915"
06/28/1999,"37.7631541223095, -122.425099107017"
06/17/2008,"37.7839808803673, -122.42019700566"
09/30/1997,"37.7788506690086, -122.430485431334"
07/01/2009,"37.7703725074906, -122.444508010654"
12/24/1997,"37.7487507832985, -122.437164541707"
02/28/2000,"37.7647550884647, -122.425483296826"
01/09/2006,"37.7806168449562, -122.416562254203"
07/03/1997,"37.772791620267, -122.424624269959"
05/26/2000,"37.7740227359507, -122.429990606896"
12/22/2004,"37.7415298042862, -122.388473158127"
12/13/2011,"37.772062317248, -122.496513391285"
11/19/2003,"37.7811192123077, -122.412596970844"
03/03/2016,"37.7149703252083, -122.45426427366"
08/28/2007,"37.7326057865929, -122.392787847587"
07/14/1999,"37.7695893074611, -122.438646850476"
06/15/2012,"37.8029599133934, -122.423113037909"
05/11/2001,"37.7127854703363, -122.403578735273"
09/30/2015,"37.772151294973, -122.438078046196"
11/18/2005,"37.7775775504694, -122.411096952542"
02/13/2003,"37.7659191891914, -122.442720972945"
11/18/2013,"37.7306488158809, -122.445435598834"
05/24/2000,"37.7928118447105, -122.421209766336"
01/26/2015,"37.7442210462369, -122.47036916957"
02/14/2007,"37.7631558273539, -122.465110790929"
09/18/2013,"37.7967959469316, -122.418633009353"
09/14/2012,"37.8021635807448, -122.414518424685"
03/30/1998,"37.7986986979357, -122.429913761316"
02/06/2002,"37.7598158026402, -122.478474857182"
03/26/1998,"37.7644447720509, -122.42288313068"
11/25/1998,"37.7287140524732, -122.42563152263"
08/04/2000,"37.7774133225199, -122.445129496597"
08/06/1998,"37.7599163365483, -122.425397003646"
11/09/2010,"37.7629680699234, -122.46938781189"
12/26/2000,
02/24/2005,"37.7580354885159, -122.415633764587"
12/04/1998,
10/31/2002,"37.7740904700375, -122.451977200671"
06/25/2015,"37.7906221866345, -122.413101980863"
05/07/2009,"37.7774804766284, -122.479104482898"
07/08/1997,"37.7611054756266, -122.418125731566"
01/31/2000,"37.7727957678411, -122.480445666795"
03/17/2016,"37.7124392761404, -122.430848026241"
10/03/2007,"37.7200487735575, -122.431735873116"
09/09/1998,"37.7233289558792, -122.462341322842"
05/12/2011,"37.7183971061109, -122.483220652487"
07/07/2014,"37.7523843936866, -122.441643241297"
02/23/1999,"37.8029185591007, -122.404188484864"
02/05/2003,"37.7756105762397, -122.479108111836"
07/12/2006,"37.7568901705426, -122.422229305499"
01/15/2008,"37.7786617942561, -122.406969943989"
07/20/2004,"37.7690757522, -122.420788636217"
03/03/2004,"37.7837892970611, -122.409266307594"
11/18/2002,"37.7831251719967, -122.430212472292"
11/16/2015,"37.7357126133141, -122.399154024427"
09/22/2010,"37.7413492463446, -122.470662179118"
11/10/2011,"37.7634207298692, -122.5017665341"
04/29/1997,"37.7983792613796, -122.417512645373"
10/06/1999,
04/02/2013,"37.7323449353369, -122.422732783648"
02/13/2008,"37.7839808803673, -122.42019700566"
10/07/2003,"37.7134439330693, -122.409276110036"
09/25/2002,"37.7619670162498, -122.492131525799"
04/04/2001,"37.7345041416487, -122.418839281244"
05/03/2012,"37.758696595867, -122.397057095982"
06/08/2015,"37.7808324616845, -122.44075486294"
03/03/1999,"37.758774520031, -122.429130636513"
03/08/2002,"37.7707756259956, -122.421734095254"
07/09/2007,"37.7990880659094, -122.405149956113"
02/05/2016,"37.7175134680329, -122.48059457481"
02/04/2003,"37.7709840908283, -122.446317757282"
09/12/2011,"37.727869939717, -122.446487927195"
08/09/2007,"37.7857402818991, -122.41380426768"
08/05/2008,"37.7781172741436, -122.465070483218"
06/19/2002,"37.7795310847755, -122.413542549251"
03/16/2001,"37.7608348188459, -122.393495540569"
03/21/2011,"37.7120441459731, -122.440421525509"
07/14/2003,"37.7836739526207, -122.415072980765"
11/13/2001,"37.7566903673584, -122.411279509344"
11/13/1998,"37.7210363668299, -122.389871475029"
04/16/1999,"37.8014676517679, -122.445700469205"
09/17/2012,"37.7836341349838, -122.469908010819"
03/14/2014,
09/11/2006,"37.736327832552, -122.417998705417"
08/24/2015,"37.719687495138, -122.47632781558"
01/30/2015,"37.7466748453377, -122.499520720781"
05/07/2004,"37.7586664208599, -122.482086758198"
04/01/1997,"37.7882080201113, -122.418443836124"
06/21/2007,"37.7933081597649, -122.420393646735"
05/12/2011,"37.7168961959236, -122.478594372032"
01/24/1997,
03/31/2000,"37.7877243191726, -122.412426603079"
05/20/2015,"37.7737461416148, -122.463227465331"
09/02/2003,"37.7620750267114, -122.44927643344"
01/28/1998,
08/18/2014,"37.7191456790314, -122.445634921102"
03/10/2008,"37.7795892605957, -122.457319785175"
04/06/2001,"37.7495035426492, -122.423822512803"
11/12/1997,"37.7528716378824, -122.42223253935"
01/21/2015,"37.7643790171318, -122.398572903218"
09/20/2001,"37.7285505716044, -122.372721993735"
09/21/1998,"37.7408152924854, -122.411946068729"
03/06/1998,"37.7856317812488, -122.413782612855"
04/25/2007,"37.7920595169832, -122.41694742829"
01/31/2001,"37.7794755797217, -122.477100790942"
06/03/2013,"37.7745530273623, -122.480572466385"
03/26/2001,"37.7626810043017, -122.475920152775"
05/26/2016,"37.7267567264579, -122.404413039929"
03/02/2001,"37.7851479856887, -122.477645795599"
03/16/2011,"37.7808772586607, -122.414506898938"
11/19/2004,"37.7707756259956, -122.421734095254"
09/30/2013,"37.7862451195745, -122.424025364793"
03/15/2012,"37.7391989209432, -122.47702616819"
09/22/2006,"37.760107880754, -122.491863132367"
05/25/2011,"37.7323441878836, -122.40812311441"
08/16/2013,"37.8065039067778, -122.41033582244"
12/12/2007,"37.7963650890162, -122.414263601453"
04/30/2013,"37.777529213863, -122.478030627894"
09/22/2011,"37.7166731173383, -122.474173684903"
05/07/2010,"37.7831362097341, -122.420713502858"
04/15/1997,"37.7178011297359, -122.47538958168"
02/29/2012,"37.7733932785205, -122.434919576262"
05/22/2013,"37.7512958666633, -122.427464976087"
09/10/2015,"37.761039768462, -122.419213668324"
07/08/1997,"37.720124587971, -122.483106168792"
07/10/2002,"37.7631615707664, -122.397484851678"
08/18/2000,"37.7435777001044, -122.427771265192"
07/30/2012,"37.7472724731458, -122.435154168376"
11/29/2001,"37.7643732095444, -122.417478491697"
01/15/2008,"37.7291630979265, -122.382538002059"
08/12/2013,"37.7753662712694, -122.484462380228"
10/05/2015,"37.7123368697164, -122.43379615648"
05/20/2016,"37.786612094139, -122.467368173846"
08/04/1998,"37.7835122620825, -122.49196935492"
03/30/2015,"37.7175027178154, -122.482376864578"
05/22/2015,"37.7551370275319, -122.410365621178"
02/09/1999,"37.7543656270541, -122.422264373654"
06/10/2014,"37.7579037625815, -122.417819318278"
10/25/2007,"37.8008661594546, -122.435427177962"
11/14/2011,"37.7904631782912, -122.405941469471"
03/04/2009,"37.7120587966687, -122.406110808835"
06/09/1999,"37.7279029900896, -122.410205043851"
09/22/1999,"37.8015923580317, -122.426210342909"
03/09/2001,"37.772157819993, -122.429607063116"
01/07/2003,"37.7104065119928, -122.454169663895"
03/30/2005,"37.7451842753152, -122.490956078129"
12/06/2005,"37.7459726391327, -122.422333355592"
08/26/2003,"37.7487742411985, -122.434953888799"
10/19/1998,"37.7762763026745, -122.442299447306"
06/15/1999,"37.7690680757771, -122.450547663549"
11/24/2004,"37.7839735147816, -122.416045465659"
01/06/2010,"37.7488029818417, -122.44495547364"
06/25/2003,"37.763927212593, -122.470062348228"
04/12/2007,"37.7869955301353, -122.414832698782"
02/26/2008,"37.7325520602945, -122.400347986394"
01/26/2005,"37.7690674249653, -122.420926625054"
03/28/2007,"37.8024255689348, -122.430665691569"
03/24/1997,"37.7227408866602, -122.460296693724"
11/14/2002,"37.8012654564581, -122.407639154622"
01/08/2014,
